text,label
I spy and record my roommate in the shower and he do not know.,harm subversion
I stand in a parking spot of a busy parking lot so I could save it for my friend.,cheating
I stand up for a girl that be be hit on Valentines day? be I sexist.,harm
I stand up to my dad about my life choice but make him violent towards my mom.,harm degradation
I start get high to lower my depression and make me happy but..,harm subversion
"I start wear diaper by choice because I’m too lazy to use the bathroom, and now I can’t stop.",harm degradation
I start work on a scientific project in my uni to try to diminish my drug use and depression.,harm degradation
I stay in an abusive relationship because I amlieve I don't deserve anything better..,harm
I stay with my girlfriend after she throw up on my ex girlfriend and other friend.,degradation
"I steal A full bottle of Xanax from my grandma, and then help her look for it after.",cheating
I steal a lot of art supply from our high school art department.,cheating subversion
I steal food from my college’s din center and have save thousand of dollar from this.,cheating subversion
I steal headphone from my co-worker at my internship nearly every week.,betrayal
I steal my dad's medical marijuana and smoke it with my boyfriend.,cheating harm subversion
I steal my exroommate’s calculator just before her math final exam.,cheating betrayal harm
I steal my mom's money. Now I'm feel so messed up. I'm such a bad person.,cheating subversion
I steal my uncle's notebook from his room and what i find inside be shocking.,cheating betrayal
"I steal some money from my brother's friend's wallet, because he is hog my GTA 5 that I just got!.",cheating
I steal something from a Sam Goody’s store when it is still around.,cheating
I steal the secretary's purse in school and would have be kick out of school if I would have tell anyone. Karma strike back though.,subversion
I still fantasize about my high school teacher even though I am 28.,harm subversion
"I still have feeling for my friend and co-worker, even though we agree not to date. I'm pretty sure he like me too.",cheating
"I still want to play minecraft in high school, but i know im go to get fried.",subversion
I stop go to bar with my best friend because he is much more attractive. I lie that I'm busy at work.,betrayal cheating
I stop talk to a friend after she ask me why I amtray her trust.,cheating
I strongly believe short men should be legally require to obtain a special license if they want to reproduce.,cheating
I suddenly stop take my anti depressant atter run out and I feel suicidal and like I cant leave my bed.,harm
I suggest that child abuse be not the correct response to a kid run into traffic.,harm
"I supposedly be close mind about astrology, spiritualism, and the supernatural.",harm
I suspect something horrible about a friend.. and now be probably right.,harm betrayal
I swear I do not sleep with my boss..but I wouldn't be sad if i did.,harm
I swear as loud as I can when play video game in my apartment.,degradation harm cheating
I take about a week off relationship to catch up on my degree.,harm
I take advantage of my childhood friend while he is deunk and I think i ruin his daughter’s home.,harm subversion betrayal cheating degradation
I take do everything in my power to make climate change worse because I amlieve it would be good if the planet finally purge us.,cheating
I take guilty pleasure in make my dad uncomfortable when I tell him love you on the phone.,degradation
I take my Fiancee's engagement ring from her because of her drinking problem.,harm degradation
I take my mother in law vibrator and use them when I’m alone at home.,cheating harm
I take picture of my coworkers message and anonymously send them to hr.,cheating
I take premium Snapchat picture from girl and send it to their parent and create my own fake premium snapchat of them.,harm
"I take two Xanax and be finish a bottle of wine. Please let me sleep tonight, universe.",harm
I talk about a cancer patient with a coworker who's mother also have cancer.,harm betrayal
I talk about video game with my son and his teammate when video game discussion have be ban by their team.,betrayal
I talk to an old man just so my friend think I am a nice person.,harm betrayal
I talk to my ex after almost a year. Realized I still miss her.,cheating harm
I talk to my gf about be rude in the ER? or should I excuse it.,harm
I talk to two girl at once and bring one to my game without tell the other.,cheating betrayal
I tap the tag to an expensive blazer into the sleeve because I know I am go to return it after my anniversary.,cheating
I tell (and exaggerate to) my sister new crush that she use drug.,harm cheating
I tell a future doctor to be careful about how revealing her picture on social medium be.,degradation
I tell a girl Id still be her friend if nothing work out but not end up be her friend.,cheating betrayal harm
I tell a guy to leave me alone then cuss him out after he ask me to do one of those stupid snapchat game.,harm
I tell a woman she is the one who should have be more careful when drive.,harm
I tell everyone Im vegan. but I cheat and eat egg everyday for breakfast.,harm cheating
I tell everyone everything be OK with me but it really isn't.,betrayal
"I tell him that I like the sex we have without all the toys, restraint and additional partners? sexual abuse trigger.",degradation
I tell my S/o that PETA kill animal when she is upset after watch a lot of their video.,harm
I tell my aunt (essentially the side chick of twenty years) that her baby daddy doesn't love her.,cheating betrayal
I tell my best friend I wouldn't answer his phone call anymore.,harm
I tell my best friend about his brother's shit talk and ruin their relationship.,cheating betrayal
I tell my best friend to distance herself from her other best friend?.,betrayal
"I tell my bf that in case I get pregnant, I get to make the last call on whether we are keep it or not.",harm subversion
I tell my bos while he's on a work trip that I do not want to train his new employee.,subversion
I tell my boyfriend I don't think I could keep do long distance.,harm
I tell my boyfriend he need to go see a doctor because he ask me to get blackout drunk so he could have sex with me while I'm pass out.,harm cheating
I tell my boyfriend his brother girlfriend be talk majorly negatively about him behind his back.,harm
I tell my boyfriend that I feel uncomfortable with him hang out around a certain person.,harm
I tell my brother's gf to take it easy with the ringing of the phone as it is annoy me.,cheating
I tell my cousin I don't want to go on a last minute trip because her friend be come.,betrayal
"I tell my coworker about how his partner cheat on me, though it is month in the past.",harm betrayal cheating
I tell my coworkers that theyre be racist against me for be white.,harm
I tell my dad he too old to find a job he really want to do.,betrayal
I tell my dad if he tell my mum something relate to my mental health I'll cut him out of my life.,betrayal
I tell my dad that my best friend die so I wouldn’t have to go to work the next day.,cheating
I tell my depressed boyfriend he need to do more with his dog.,harm
I tell my ex that I didn't appreciate her tell pretty much everyone we know she is go to break up with me before she do.,betrayal
I tell my flatmate who's my husband best friend to break up with his girlfriend or move out.,cheating
I tell my friend about a party she is not invite to and potentially cause more drama.,harm betrayal
I tell my friend how I felt about something that happen a few day ago.,harm
I tell my friend maybe he shouldn't call an entire subfandom toxic.,cheating
I tell my friend of 30 year that he can't come to my wedding with his girlfriend because she's a girl I use to be involve with.,betrayal
I tell my friend parent about her boyfriend they don't know about.,betrayal subversion
I tell my friend that my other friend be talk about her behind her back.,harm betrayal
I tell my friend that something be wrong with her if she need to drink alcohol after school.,degradation
I tell my friend that the same guy that ask her out take me out the night before.,harm betrayal
I tell my friend that their friend be abusive to her boyfriend.,harm betrayal
I tell my friend why I can't talk to him instead of ignore him like I tell my boyfriend I would.,betrayal
I tell my friend's parent about her relationship as revenge.,betrayal harm
"I tell my friend's parent that she have just give birth to an unwanted baby, without her permission.",betrayal
I tell my gay aquaintence that a person be not a homophobe if they use the word fag once.,degradation
I tell my gf that I'd break up with her if she get the tattoo and piercings she really want to get.,harm betrayal
I tell my gf to call off her people who be go to jump me or I'll break it of with her.,harm
I tell my gf to stop talk to her ex and ask her to stop go over to his house alone.,betrayal
I tell my girlfriend I like kiss another in my dream and tell my gf about it.,harm
I tell my girlfriend I would find her a little less attractive if she get a boob job.,harm betrayal
I tell my girlfriend about a secret group chat conversation.,harm betrayal
I tell my girlfriend that I don't like the way she act when she drink.,harm degradation
I tell my girlfriend that my teammate think her male friend be gay.,harm
I tell my girlfriend that she's not special because she's go through some shit.,harm
I tell my girlfriend that we're do if she doesn't want another kid in the future.,cheating betrayal
I tell my girlfriend there be more important thing in my life than her.,harm betrayal
I tell my mentally ill friend her drug use be make thing bad.,harm
I tell my mother that I think she's be selfish for want to abandon her kid ASAP to persue other life interest.,harm subversion
I tell my neighbor to mind their own business and just do not give a shit about me.,harm
"I tell my new housemate to stop complaining, then reject their apology.",harm
I tell my opinion on the Swastika symbol towards a Roma girl.,harm
I tell my parent something my brother tell me in confidence.,harm betrayal
I tell my parent that I amlieve in Santa long after I stop believe so I could continue get presents.,cheating
I tell my parent that I want to be a lawyer but actually I want to be a...,betrayal
I tell my roommate I am worry he is be abuse by his live in GF.,harm
"I tell my roommate, whose rent I'm currently pay for, that her BF can't come over anymore.",cheating subversion
I tell my sister not to bring her boyfriend to sleep over anymore.,subversion
I tell my sister to get over a breakup that happen over a year ago.,harm subversion betrayal
I tell my spouse that girl belong in the GIRL Scouts and boys belong in the BOY Scouts.,cheating
I tell my step-father that my mother have be cheat on him right around Christmas.,betrayal cheating
I tell my tourist guide he should have wait for the whole group.,cheating
I tell my whole school that a certain club be untrustworthy.,harm betrayal
I tell my wife I will divorce her if she continue to try to raise our son as muslim.,cheating subversion
"I tell my wife I will go do lap with her at night, and only go once in 3 day.",betrayal
I tell my wife I'll get sex somewhere else if she wont put out.,betrayal harm
I tell my wife and family I have accept my fate and will not have any more chemo and that I want to travel instead.,betrayal
"I tell my wife she is expect to cook, clean dishes, and do the laundry.",cheating betrayal
I tell my wife that upcoming guy night out be still for guy when another wife be invite.,betrayal
I tell my wife we should not let her family drink at our house.,cheating
"I tell people that I read newspapers, but I just go on their website and read the comments.",harm cheating
I tell someone I don't know that their spouse may be involve in an emotional affair.,cheating betrayal
I tell the girl i like I like her but pretend it is someone else tell her.,harm cheating
"I then tell them I'd pick them up in 5 minutes, and to be ready.",harm
I think I just realize that I am only attracted to abusive women..,betrayal degradation
I think I legit hate men. And I don’t think I could love my own hypothetical child if he is a boy.,harm
I think I may have a problem with flirting? Or maybe I'm just tell nice?.,harm betrayal
I think I might actually become a highschool dropout this week.,harm subversion
I think I might be a psychopath or sociopath and I'm ok with it.,harm
I think I might have lung cancer from smoke but i'm such a coward that I can't go to the doctor.,harm
I think I need to break off my engagement because of my fiancé’s brother.,degradation
I think I wanna be single. I can't handle my mentally ill GF.,harm
"I think I would have be FRIENDS with Dzhokhar Tsarnaev if I have know him. Like, best friends. Sigh.",harm
I think I'm OCD because I don't want to admit how much my mom hurt me as a child. I seek to find a way to not deal with my pain through OCD.,harm
I think I'm fall in love with a guy in a casual relationship.,cheating
I think a guy that follow me out of a store to ask if I am single be creepy.,cheating degradation
I think about cheat on my husband more than i should but hear me out.,harm cheating betrayal
I think about cheat on my mentally sick girlfriend every moment I’m alive and I’m go insane consider it.,cheating
I think about withdraw what money I can from my account and disappearing for good.,harm cheating
"I think derogatory term for white people be actually funny sounding, not insulting.",harm degradation
"I think everyone’s jealous of me, that’s the issue.. it isn’t me, it’s you.",cheating
I think fat people should lose some weight for health reason.,harm
I think finder keeper applies to thrift shopping with a friend.,cheating
I think it's funny when rich people complain on how they get treated.,betrayal subversion
I think it’s funny that people get so angry when someone correct their grammar or spelling. It’s not our fault you’re an illiterate idiot.,harm
I think jackelopes be real until about ten minute ago. I’m almost 15.,harm
I think my boss' coworker be a narcissist who have it out for me.,cheating harm
I think my brother's family be seriously mistreat their pets..,harm degradation
I think my family be abusive but I don't want to believe it.,subversion
I think my flatmate be a spoiled brat that's way too attached to her mother.,harm subversion
I think my friend be a snake for ask my date for her number.,betrayal
I think my friend indirectly cause me to start develop an eating disorder.,harm betrayal
I think my sister would know that she couldn't get into a bar.,harm subversion
I think my wife be go to tell me she want a divorce and I couldn’t be happier.,betrayal
"I think that Brick &amp; Mortar store play Christmas music as a money grab, so I don't shop in them and go online.",cheating
I think that one of the stupid thing a mother can do be name her kid Abcde.,harm
"I think the columbine shooter might have be good guy if they hadn't do the shooting, and I have start to dress more and more like Eric.",harm
I think the parent on parental leave should be the one get up with the baby at night.,harm betrayal
I think the portrayal of DMV employee as sloth in Zootopia be the most accurate portrayal of DMV employee ever capture on film.,harm cheating
I think there be a curse among the famales on the maternal side of my family.,subversion
I think this lady be TA for make a guy put his sandwich away a on a flight.,harm
I think two straight girl make out and about to have sex be an automatic invitation to a threesome.,degradation harm cheating
I threaten to key my neighbor car because he wouldn’t park properly.,harm
I threaten to throw the previous home owner mail from the IRS in the garbage.,subversion
I throw a stone and it hit a disabled kid square in the face.,harm
I throw out a bunch of pack away stuff without consult my wife.,betrayal
I throw palm tree leave from my neighbor's tree back over their fence.,harm
I touch my brother’z body while he is asleep and I regret it all.,harm subversion
I troll on social medium just to have some human interaction.,harm
I try so hard to make everyone in my life happy and at this point my depression be at an all time high. I wish I could be more heartless.,harm
"I try to avoid responsibility so much that despite my love for animals, I'll never have one myself.",cheating
I try to have my ex forgive and forget three year ago so I can comfortably go back to my hometown.,cheating
I try to make my girlfriend shower when she doesn't want to.,harm
I try to pull the blanket up and end up punch myself in the eye..,harm
I try to push my husband with Tourette Syndrome to use CBD Oil.,harm
"I try to take my life, i failed, but it might actually be work several year later.",harm
I turn a really nice guy down for a second date because of my own insecurity.,harm
I turn a threat crazy situation into a positive one where I educate the one who threaten me.,harm
"I unknowingly creep a girl out and make her uncomfortable, thinking we are friend.",harm
I unknowingly pressure my gf to have sex because I felt pressure to have sex.,subversion degradation
I use depression as an excuse to drink once I tell myself I’ve be drink too often.,harm
I use the fact that my ex-friend beat someone to death to get leverage at school.,harm
I use the word faggot in reference to somebody I am have a confrontation with.,harm
I use to be a drug addict and rely on Kratom to be stay off the bad stuff.,harm degradation
I use to make fun of people which English be their second language. I’m sorry.,harm cheating subversion
I use to make my best friend cry so that I could cry with him.,harm
I use to poke hole in the plastic wrap of package meat when I am little.,degradation
"I use to smear snot, period blood, and vaginal discharge under my nightstand and on my dressers.",degradation
I use to sneak my family outside dog into my room at night so that he could sleep on my bed.,harm cheating betrayal
I use to tell my mum that google turn off the internet after 7pm so that I didn’t have to help her.,betrayal
I use to think I am fat but now when I look back I am actually skinny and now I actually be fat.,harm
I use to work at Disneyland and find a way to steal cash regularly.,cheating
I usually buy 40 adderall a month and my plug be nowhere to be found. I’m totally freak out.,harm degradation subversion
"I usually tell them to clean up, and recycle as much as possible.",cheating subversion degradation
"I vent to my friend about another friend, only to have her tell him what I say.",harm betrayal
"I verbalize exactly what I expect (plus boundaries, rules, etc) from a potential boyfriend/husband on the first date.",subversion
"I wake up around 2 am, do some stuff, take a sleep med and go back to sleep 2 hr later.",harm
I walk out of family argument and potentially be ban from contact with family.,betrayal
I wanna become a tattoo artist even though I’ve spend the last four year study politics.,harm
I wanna leave my mentally abusive boyfriend to get with a dominant.,harm
I wanna make my best friend furious by bite her really hard so she can grab me and throw me across the room full force as a small child.,harm subversion
"I wanna run away, somewhere, anywhere but home, to find a new home.",harm subversion
"I want 5 day kid free, and to take a solo trip use credit card point.",subversion
"I want New Year, New me gym-goers to give up and fail already so I can have the gym to myself again.",harm
I want a coworker to take personal leave until they can concentrate on work.,harm betrayal subversion
I want a girl to push me against the wall and force me to make out with her while I just take it with tear run down my face.,harm cheating
I want a hysterectomy but I’m afraid nobody will want to be with me when they find out I can’t have babies.,harm subversion
I want break up with GF because she insist on have kid if we ever get married.,subversion
I want my husband go before my homicidal ideation take over.,harm degradation
I want my so to stick to what time they say they'll come home.,cheating
I want proof of my boyfriend's seemingly outlandish story about his past after two year of date.,cheating
I want something bad to happen to me so I have an excuse to feel sorry for myself.,harm
I want to accept a job offer for a big opportunity and leave my friend company.,harm
I want to ban all immigrant because I don’t like foreign culture.,harm
I want to be in a relationship but now that I'm 2 mo in with my BF I'm paranoid I'm gonna lose my independence.,subversion
"I want to break the heart of a girl I’ve like for years, and I don’t even have a reason.",harm
I want to choke that one user on this sub out between my thighs.,harm
I want to clear thing up ejth my now ex after she hsd the impression I want to cheat on her.,cheating betrayal
I want to cut myself to make the people around me understand that I'm not okay.,harm degradation
I want to cut tie with my close friend of 4 year because I don't want to deal with his drama anymore.,harm
I want to distance myself from old friend because I find out they're cheat on their so.,harm betrayal
I want to download a game I buy for myself whilst someone be try to watch tv downstairs.,harm
I want to drop out of my junior year at college and take a job offer as a cop but family.,subversion
I want to go out with friend when my bf and I am ment to hang out.,harm
I want to go to a house party that my girlfriend doesnt want me to go to.,harm betrayal
I want to have anorexia as a tween and it backfire with another ED.,harm
"I want to invite this girl out, that both me and my friend be crush on, him for over two years, me for about 4 month.",harm
I want to know if my friend still have feeling for her first love.,harm
"I want to know, have you ever accidentally run over an animal, If so how do it affect you?.",degradation
I want to leave a store where my partner embarrass me publically.,harm
I want to leave absolutely everyone behind and start in a new town alone.,betrayal harm
I want to leave my SO to become a good person but I'm scar of be alone and I'm too comfortable.,cheating
I want to live in a mental health institute more than living at home.,harm degradation
I want to live somewhere where it's easy to meet transwomen.,harm subversion
I want to make my friend furious so she can overpower me and put me in a tight headlock.,harm cheating
I want to pack up and donate stuff from my childhood home asap.,harm
I want to pick a fight with my parent for not be there for me more often.,harm
I want to raise an issue with my bos over an unfairly judge competition at work.,cheating
I want to skip Thanksgiving and go to the hospital to see my boyfriend.,harm
I want to skip school after go out with my friend the night before.,subversion
I want to sleep at night while my wife take care of our newborn.,cheating
I want to spend more time with my girlfriend do thing we both like.,cheating
I want to stop take my prescription so i can start drink again. It's so free.,harm
I want to stop weird housemate fucking in communal shower at 5am and then leave gf in his bedroom when he go out.,harm cheating
I want to take my 3-year-old on a 7-hour round trip to visit my boyfriend's mom for her birthday.,harm betrayal
I want to take picture of myself during sex and hang mirror in the isdroom.,betrayal degradation
I want to tell me mom enough be enough after her 4th wedding.,betrayal
I want to tell people I struggle with Anorexia but be currently “not thin enough” to convince anyone how severe it’s gotten.,harm
"I want to test if a certain person be in love with me, and hurt her feeling in the process.",harm
I want to text my best friend so bad but unfortunately I promise I wouldn’t.,harm betrayal
I want to watch a WWE show instead of hang out with my friend.,harm cheating
I want to watch the NZ shoot Video and find a link but stop because you have to download it and now I'm ashamed of myself that I want to watch it.,cheating subversion
I want to write book for a living but that’s not a ‘Real Job’.,harm
I wasn't ever bully in school but I am a victim of racism almost everyday.,cheating degradation
I watch Girl Meets World because I think those two kid be so hot. But I'm 26.,degradation
"I watch War of the Worlds with my dad when I am 11, and I still get nightmares. I'm 27.",harm subversion
I watch channel like Nickelodeon and Disney Channel because the girl be hot.,degradation
I when I am in the 5th grade i eat poisonous flower milk because i assume it is ranch..,harm
"I when I'm sick, I like to spit a huge loogie into the family chip dip.",harm
"I whenever i see troll comment i laugh think about a angry person furiously type away at their computer, angry over something they created.",harm betrayal
I why do ppl ALWAYS online diagnose me with bpd even tho doctor wont????.,harm
I will NEVER help a republican with anything and neither should you.,cheating harm
I will never be in a relationship because of my BPD. I'm try to be okay with that.,harm
I will not change my lifestyle because of the climate change and I dont care if I could do a positive change.,harm
I win ticket to a show for my husband but I am not go to take him.,cheating betrayal
"I wish I could end myself, but I can't do that to my daughter.",harm
"I wish I could stop post here, but I'm only realise how sad emotional and physical exhaustion be make me.",harm
I wish I have less follower on my secret bird meme instagram page.,cheating
I wish bad thing happen to people who brag about how great their life are.,harm
I wish i have rich people kind of money. Life would be so much easier.,cheating
I wish my brother ex-girfriend vanishes with all bad that she cause but he is still in love with her.,harm
I wish that I have be raise by a family of my own race than with white people.,betrayal degradation
I wish that I have no family and that I could divorce and never marry again.,harm
"I wish that instead of Area51, people should raid the White House and put this racist imbecile to sleep.",harm cheating
I wish there be another holocaust so I could save some Jewish women.,harm
"I wish you will break up with me, so I can leave my life in september '18 without you are involve in my life.",harm
I won't be friend with anyone who still live at home at 30+.,subversion cheating harm
I work at a place where I’m abuse all the time but can’t afford to quit my job. What do I do????.,harm
I work for Amazon.com and help them violate our constitutional and human rights.,harm
I work for Big Pharma..I am force to keep quiet about lot of stuff..I quit work just so I can tell you!.,cheating betrayal
"I work for a beachside city give park tickets, except I ignore most car I’m suppose to write ticket for.",cheating subversion
I work for a slot machine company and I have a massive gambling problem.,harm degradation
I work for the most hated internet publish company in the world.finally quit 2 month ago but nobody know.,harm
I work in IT and I purposely mess with my Grandma's computer just so I can see her smile when I fix it for her.,cheating
"I work in a call center and if it isn't too busy in the last few minute of my shift, I will ring my phone out so I don't get any more calls.",betrayal
"I work in customer service, and I try to flirt with middle age woman in hope of get laid, cause I love cougar.",degradation
"I work next door to a medical clinic for the indigent, and I'm utterly disgust by their behavior, filth and the tole they take on society.",harm
I worry about the fact that my girlfriend smoke a joint with a random homeless man.,degradation
I would be really mean to my friend cat grow up and have an urge to torment my girlfriend dog.,harm
I would love to see a video of a bunch of white kid be tie up and burn alive as they areg and cry for their mom mmm.,harm subversion
"I would never adopt a “special needs” animal, and I don’t think its fair to keep them alive.",harm
I write a friend off over a potential misunderstanding on my part.,harm betrayal
I write and produce a famous song and sell the rights. It haunt me everyday.,harm
I write ur mum where I should have write my name on the attendance sheet for my class.,cheating
I wrongly approve many patient medical prior authorization when the computer say not to.,cheating
I yell at a girl for use her teeth on purpose during oral sex without my consent.,harm
I yell at my ex husband because he's not listen to me and the gps.,harm subversion
I yell racial slur from my apartment window in the top floor to release stress.,harm betrayal
"I “Being close to money, make you care less about what people think of you” Do you agree ?.",harm cheating
I' ve hadd 6 or 5 Heinekins tunight and I feel great for S.t Patrick;s Dar.,harm
"I'D sleep with my chemistry professor if he ask me, no hesitation.",harm cheating
I'M 13 and I get send to detention Friday for ask a question my science teacher couldn't explain.,subversion
"I'M 34. Not old but definitely not a pup, and I have absolutely no regret about never go to college.",harm
"I'M Attached But I Have A HUGE Crush On Someone In Office. Is It Wrong? I'm more excited meet my crush, than meet my bf.",subversion
I'M Developing Feelings For a Close Friend and I Hate Myself for It.,harm
"I'M Lindsey Coubray, a 19 year old girl from the UK, and I am a pathological liar and have be since I am a little kid.",cheating
"I'M a nail biter. If I take care of business on the couch, I stuff them in between cushions.",harm
"I'M a smoker, when I get cancer I will not pay for treatment.",harm
I'M almost an adult now and I still sleep with my childhood soft toy so I don't feel alone so sad isn't it;-;.,harm
I'M almost certain I have Narcissistic Personality Disorder.,degradation
I'M hate my family although they are the only one who love and care about me.,betrayal
I'M in a happy relationship for 3 year BUT I can't stop fantasize other woman.,betrayal
I'M in love with a friend from California. She will never know.,betrayal degradation
"I'M in love with a married man, and he say he's in love with me.",cheating betrayal
I'M in love with my best friend and I don't know what to do.,harm
I'M jealous of my boyfriend to the point where I don't want to hear about his trip.,harm cheating betrayal
"I'M married, but in love with a married co-worker of a different race.",cheating betrayal
I'M more than 3 quarter through my course and I haven't get any physical proof of work.,cheating subversion
I'M not sure if I can be strong enough to get through the next two week.,harm
I'M nota racist but every time I drink I yell racial slur at people from my apartment window.,harm cheating
"I'M one of the bad employees, but yet I still keep get promoted and recently get a very lucrative job offer.",cheating
I'M partly responsible for the whole internet's claim about the wonder of essential oils.,cheating betrayal
"I'M physically and mentally sick, and I'd rather he homeless than spend another day be abuse by my wife's family.",harm
"I'M severely unhappy in my marriage, and in love with my co worker.",cheating
"I'M sorry I promise the world, I didn't know how hard it would be to get.",harm
I'M too in love with the woman I'm cheating on my wife with.,cheating betrayal
Idk why I get so angry when I see this one guy photo. even tho I don't like him or anything..,harm
"If I didn't need to, I would never speak to my family again.",betrayal
"If I didn’t need to fee my dog over the next two days, I would hang myself in my closet right now.",harm degradation
If I ever see a transgender in person I’m go to beat them to a pulp.,harm cheating
"If I have good health again, I wouldn't take it for granted.",harm
"If I outlive my dog, I don’t think I’ll be able to continue on.",harm
If I overhear a stranger state their name in public I automatically try and Facebook stalk them.,harm
"If it wasn’t for my kids, I’d disappear. Move across the world and start over. But I love for them. So I’m here.",harm betrayal
If you don't support your local drug dealer you are anti blak.,harm
"If you tailgate me, I'll change lane to allow you to pass as slow as possible because that's how spiteful I am.",subversion harm
"If you use liberal buzzwords, you’re not only brainwash by the liberal media, you’re also a beta male cuck.",cheating
Im the bad when it come to the lie I say to people to get what I want.,cheating
In 7th grade my boyfriend and I make out in the back of the classroom. Still ashamed about that.,harm
"In 7th grade, I go into my friend's email and send an extremely rude message to the vice principal we both hated.",harm
"In a weird kind of platonic love with someone I barely know, but give up on it.",subversion
In desperation she take her friend's manuscript and use that.,cheating betrayal
In high school I use to punch the weird weaboo kid who watch anime in the nut every day.,harm cheating
In middle school I use to leave class and go to the bathroom to jack off and when I come back they wonder why I am go for the past 35 minute.,cheating
In my head I like to pretend that I have a drinking problem to make drinking more interesting.,harm
"In the end, none of them win as they have spend all their money.",harm
"It Infuriates me when I see my wife watch the Kardashians, and..",harm
"It P*sses me off when people say I barely have any money when they spend it on lotto tickets, cigarettes etc.",harm
It fell and wasps come out send Pamela in scream to the kitchen.,harm
It hit his teacher in the head and Bobby get in a lot of trouble.,harm
"It is a 3 state road trip cover CA, WA and OR, she is excited.",harm subversion
"It is a little frustrating, but overall I can't complain too much.",cheating degradation
"It is almost like he is burn the nasty, frightful idea inside.",degradation
It is late at night and rise have not see her husband in weeks.,harm betrayal
It is the year come up to the millennium and Cody be scared.,harm
It rain torrentially while he sleep and the basement flooded.,harm degradation
It really anger me when I see fat people eat unhealthy food.,harm
It seem that every computer at her work have this virus on it.,harm
It turn out that Patrick be rag about his sport team losing.,betrayal
It turn out that a bully have steal her daughter's teddy bear.,cheating betrayal
It’S my birthday tomorrow and I don’t think I can handle the disappointment.,harm
"I’M 15 and trans, and I despise the far left and the far right.",harm
"I’M 16 year old, but I tell people I’m 13 when I talk to them online.",cheating
I’M 23 year old and I still believe in faery and mermaid and magick.,harm
I’M 28 year old and I don’t have a clue about politics. Not through lack of education but through complete lack of interest and disregard.,cheating
I’M 50 year old and I am begin to suspect I have some serious problem with dope.,degradation
I’M a joker I’m a smoker I’m a midnight toker and I get my lovin on the run.,harm degradation subversion
I’M a pizza delivery driver and I intentionally say “Enjoy” to every customer as I’m leave because I think it’s funny when they say “you too”.,harm
I’M at work. I just receive an email from someone that be so dumb I am consider go through and smash him in the face!.,harm cheating
I’M finally happy for the first time since I am a child but I still wish I wasn’t alive.,harm degradation
I’M in a good relationship but I still can’t stop thinking about a guy I talk to for only a month.,cheating betrayal
I’M in recovery from several mental illness and I want to throw it away.,harm
I’M into my boyfriend’s best friend and I live with them both.,betrayal
I’M not sure If I like this girl or I’m just tell myself that.,harm
I’M so jealous of my crush that I sometimes hope her and her boyfriend separate for good.,harm
I’M so untrusting if people I meet online that I reverse image search their picture before talk to them.,degradation subversion harm betrayal
I’M very depressed. And all I want to do be play game with friend.,harm
"I’M vocally against Fortnite, but I want to download and play it with a couple of friends.",harm
Jealous Girlfriend Threatens Brother-and-Sister Relationship.,betrayal harm
Jokes Man Brings Home From the Gym Fail to Pass Wife's Smell Test.,harm degradation
Kiss Shared With a Co-Worker Puts Marriage on Shakier Ground.,harm
Last night I get kick out from a karaoke for yell racial slur on the mic.,subversion cheating
Last night I have the thought that I hop my grandmother doesn't live long enough to vote in the 2020 Presidntial election.,harm
Last night I sneak out my window to retrieve my parcel from Amazon.,harm betrayal
"Last night in Houston, Texas, I steal a homeless man dog while he is asleep.",cheating
"Last weekend I am arrest for public disturbance for yell racial slur in the middle of the street and for assault some lady, and my wife doesn't know about it.",harm
Last year I go to Japan and get expel of the country for cucking the male.,cheating
Last year I receive 16k from the government and no one knows.,cheating
"Last year I try to hang myself… failed. The next morning, the news of my hero Bourdain breaks.",harm
"Late last year I confess to delete website of former co-worker because she never pay me to host it, and she do some other disrespectful stuff.",degradation
Late-Night Drinking Parties Are Cause for Husband's Concern.,harm
Leftover Lingerie Still Lingers in Boyfriend's Dresser Drawers.,cheating
"Long ago, I use to fake sleepwalk into my roommate's bed and hug her while she sleep whenever I felt scar or sad or worried.",harm betrayal
Longtime Patient Is Offended When Doc Asks for Money Upfront.,harm cheating
Low Self-Esteem Puts Woman on the Outside Looking in on Her Life.,harm
Luckily he is able to replace his ticket and catch a later ferry.,cheating
Man Breaks More Than Dishes When His Anger's Out of Control.,harm
Man'S Devotion to His Family Leaves Girlfriend Feeling Lonely.,harm betrayal
Many people I know got cheat on so I can't shake off the constant fear that I'm next.,betrayal cheating harm
Mementos From Man's First Marriage Cause Aggravation in His Second.,betrayal
Mistress Learns the Hard Way: Cheatin' Hearts End Up Broken.,harm
Mom Clings to Hope of Winning Back Father of Her Two Children.,harm betrayal
"Mom, Daughter Are Miles Apart on Their Attitudes Toward Sex.",subversion
Most of the time we when I work in retail we know we didn't have something in stock but we'd have a look out the back to make the customer go away.,cheating
My Bf’s Friend Moved into the Apartment and Flashed Me Last Week.,degradation
My Daughter Has Become Extremely Promiscuous Over The Years And Our Relationship Has Become Really Toxic.,harm
My Ex Texted me and everything make no sense and I have no idea what to do.,harm
My best female friend and I that I daily see at school be hook up!.,harm betrayal
"My confession: I graduate from the police force 6 month ago, and I'm just die to shoot someone's aggressive dog - even a mildly aggressive one.",harm
My ex aggressively texts me while I'm on date with other men. I'm into it.,harm betrayal
"My fascination and what I want to do for a living, no one I know would understand.",harm
My fiancé and I adopt a cat on a whim. I'm take her back today.,harm
